504,Martin Heinrich,0,QmUZokCP8HdWGaTzv2SZ6hNQbZuuBcnLXvAa5UaMnqrv9Q,draft/504-0-Martin Heinrich.png
420,Rick Larsen,0,QmVzqRrqvqXaBYV2YiUPtNHNToWcakjAdxf2bDnsdPxmzF,draft/420-0-Rick Larsen.png
73,Scott Peters,1,Qmd776VX3T5PGsLx33HUNq4zApcrPj1i5E3Pf3YBnEiuoR,draft/73-1-Scott Peters.png
128,David Scott,2,QmYNePvxMJdnHtHhn4gkeQqaXf9rxMJeGuWejjuiQox67q,draft/128-2-David Scott.png
429,David McKinley,1,QmVNtXsSpCmPBh4ohApTr6fBgnSkFRNqWQquBek74G6FLt,draft/429-1-David McKinley.png
633,Patty Murray,0,QmcRNkinxWETfZry9wJwGgACwD9hfV32HxB7DikpLtMuTv,draft/633-0-Patty Murray.png
421,Jaime Herrera Beutler,0,QmQM4pzCBfqBCoGEmeRztqKuBNJ3272AqxVB7bCE9XUQYM,draft/421-0-Jaime Herrera Beutler.png
164,Cindy Axne,0,QmQszguoogHYpqKTgoTak9VQ8r6DeigV7JYeAdzLpbvBPV,draft/164-0-Cindy Axne.png
505,Catherine Cortez Masto,2,QmfXRHRJvKUeqmbAKvzripzRQc88bdvNTZVELN7EUh7JY3,draft/505-2-Catherine Cortez Masto.png
426,Kim Schrier,0,QmUwU3aU4yyeBmymmJ8kvvXAKtZEpPCCFEV92SgJ2NXZKk,draft/426-0-Kim Schrier.png
9,Tom O'Halleran,2,QmahhdDt5eNmhYDhgzS7RbFt15YyHm5Nb4AMpTYe1wpaFg,draft/9-2-Tom O'Halleran.png
320,Frank Lucas,0,QmS5YLniecKPmpibjnqjgnM1ykGmamgfgiQYcktrY3oZei,draft/320-0-Frank Lucas.png
491,Jon Tester,0,QmdEo9jywp4FezebCekqjK1ads2muAmnDfr8WYTPJmd4u7,draft/491-0-Jon Tester.png
